game
630.0
336.0
672.0
441.0
483.0
693.0
609.0
399.0
273.0
651.0
630.0
651.0
651.0
630.0
651.0
525.0
294.0
630.0
399.0
378.0
693.0
189.0
672.0
462.0
294.0
630.0
672.0
630.0
483.0
399.0
651.0
630.0
609.0
441.0
336.0
672.0
609.0
504.0
294.0
315.0
378.0
714.0
651.0
651.0
525.0
399.0
651.0
609.0
609.0
546.0
273.0
630.0
630.0
294.0
462.0
672.0
651.0
420.0
630.0
672.0
651.0
525.0
630.0
588.0
651.0
630.0
567.0
672.0
567.0
651.0
651.0
462.0
651.0
252.0
567.0
693.0
462.0
651.0
357.0
462.0
651.0
651.0
378.0
630.0
504.0
651.0
651.0
735.0
483.0
651.0
189.0
252.0
525.0
588.0
714.0
525.0
588.0
609.0
357.0
651.0
672.0
273.0
609.0
588.0
483.0
462.0
525.0
483.0
651.0
273.0
399.0
630.0
651.0
588.0
630.0
399.0
609.0
378.0
630.0
672.0
630.0
462.0
399.0
315.0
651.0
651.0
651.0
588.0
231.0
399.0
525.0
651.0
651.0
609.0
630.0
651.0
399.0
567.0
672.0
672.0
105.0
567.0
525.0
651.0
630.0
651.0
588.0
609.0
630.0
630.0
462.0
441.0
651.0
273.0
546.0
651.0
672.0
420.0
714.0
609.0
420.0
609.0
567.0
630.0
357.0
651.0
588.0
567.0
441.0
210.0
525.0
399.0
441.0
714.0
609.0
714.0
399.0
630.0
567.0
567.0
630.0
378.0
609.0
567.0
651.0
399.0
651.0
420.0
630.0
672.0
399.0
672.0
399.0
462.0
462.0
378.0
336.0
651.0
147.0
672.0
441.0
630.0
315.0
588.0
546.0
546.0
651.0
693.0
651.0
399.0
378.0
651.0
672.0
483.0
630.0
588.0
378.0
693.0
630.0
609.0
651.0
525.0
483.0
420.0
588.0
525.0
399.0
630.0
609.0
546.0
672.0
525.0
630.0
651.0
630.0
441.0
672.0
588.0
399.0
441.0
672.0
630.0
189.0
462.0
462.0
252.0
651.0
315.0
567.0
630.0
609.0
735.0
672.0
231.0
672.0
693.0
273.0
609.0
252.0
483.0
651.0
588.0
630.0
693.0
357.0
378.0
609.0
420.0
588.0
693.0
399.0
420.0
609.0
399.0
609.0
588.0
630.0
588.0
399.0
399.0
651.0
672.0
399.0
651.0
399.0
315.0
651.0
630.0
441.0
231.0
630.0
609.0
609.0
336.0
168.0
693.0
252.0
441.0
609.0
630.0
756.0
651.0
672.0
462.0
588.0
420.0
630.0
588.0
273.0
651.0
630.0
336.0
462.0
462.0
399.0
462.0
441.0
588.0
609.0
609.0
546.0
630.0
420.0
630.0
525.0
378.0
525.0
126.0
609.0
651.0
462.0
609.0
504.0
483.0
630.0
483.0
420.0
651.0
399.0
420.0
336.0
483.0
651.0
609.0
630.0
189.0
609.0
399.0
420.0
441.0
609.0
630.0
651.0
756.0
672.0
672.0
378.0
504.0
630.0
462.0
651.0
672.0
651.0
630.0
546.0
504.0
567.0
672.0
672.0
630.0
483.0
651.0
630.0
672.0
462.0
672.0
567.0
420.0
609.0
672.0
630.0
462.0
672.0
588.0
630.0
630.0
672.0
399.0
546.0
399.0
504.0
672.0
546.0
588.0
609.0
672.0
609.0
693.0
630.0
525.0
651.0
651.0
567.0
651.0
525.0
588.0
609.0
525.0
483.0
399.0
609.0
441.0
672.0
588.0
567.0
672.0
651.0
672.0
630.0
336.0
630.0
504.0
630.0
672.0
651.0
651.0
630.0
399.0
525.0
420.0
399.0
630.0
651.0
483.0
294.0
630.0
378.0
651.0
588.0
672.0
588.0
630.0
735.0
315.0
693.0
651.0
588.0
525.0
630.0
525.0
336.0
483.0
483.0
672.0
441.0
651.0
315.0
672.0
273.0
546.0
399.0
651.0
567.0
672.0
546.0
672.0
630.0
609.0
609.0
441.0
672.0
609.0
441.0
546.0
588.0
609.0
378.0
651.0
630.0
399.0
399.0
630.0
651.0
735.0
399.0
630.0
630.0
630.0
504.0
672.0
567.0
525.0
630.0
609.0
630.0
483.0
609.0
546.0
252.0
651.0
651.0
273.0
399.0
336.0
546.0
630.0
651.0
651.0
483.0
252.0
483.0
588.0
483.0
651.0
294.0
546.0
609.0
672.0
588.0
315.0
651.0
651.0
651.0
651.0
525.0
672.0
483.0
630.0
399.0
609.0
399.0
315.0
273.0
462.0
672.0
462.0
651.0
630.0
441.0
630.0
609.0
714.0
441.0
693.0
630.0
462.0
588.0
462.0
483.0
546.0
630.0
672.0
651.0
399.0
399.0
546.0
693.0
651.0
651.0
525.0
378.0
630.0
546.0
525.0
210.0
735.0
651.0
399.0
672.0
651.0
504.0
672.0
357.0
630.0
630.0
399.0
483.0
588.0
630.0
168.0
504.0
693.0
588.0
588.0
378.0
399.0
525.0
609.0
630.0
693.0
630.0
525.0
315.0
315.0
609.0
399.0
609.0
420.0
399.0
546.0
504.0
651.0
399.0
420.0
651.0
399.0
609.0
672.0
651.0
672.0
357.0
672.0
252.0
546.0
651.0
189.0
441.0
357.0
126.0
210.0
483.0
651.0
672.0
168.0
651.0
399.0
588.0
378.0
273.0
252.0
672.0
462.0
630.0
441.0
483.0
609.0
672.0
588.0
672.0
399.0
651.0
588.0
399.0
693.0
672.0
693.0
399.0
378.0
630.0
714.0
651.0
357.0
462.0
525.0
630.0
693.0
567.0
630.0
546.0
651.0
399.0
504.0
315.0
504.0
210.0
672.0
420.0
630.0
357.0
336.0
651.0
420.0
672.0
672.0
672.0
651.0
504.0
630.0
420.0
609.0
462.0
525.0
651.0
273.0
630.0
630.0
651.0
84.0
147.0
588.0
315.0
672.0
693.0
777.0
630.0
399.0
630.0
399.0
693.0
630.0
651.0
588.0
567.0
630.0
567.0
399.0
399.0
672.0
630.0
315.0
609.0
399.0
525.0
378.0
651.0
504.0
399.0
588.0
189.0
546.0
630.0
483.0
651.0
672.0
672.0
630.0
273.0
504.0
651.0
252.0
651.0
420.0
441.0
630.0
420.0
483.0
630.0
651.0
588.0
714.0
630.0
420.0
714.0
630.0
567.0
420.0
525.0
651.0
315.0
609.0
651.0
462.0
651.0
672.0
378.0
399.0
504.0
672.0
651.0
420.0
630.0
651.0
630.0
189.0
651.0
651.0
651.0
252.0
399.0
483.0
420.0
609.0
378.0
504.0
357.0
504.0
672.0
525.0
231.0
672.0
231.0
504.0
630.0
378.0
231.0
504.0
651.0
504.0
420.0
525.0
420.0
672.0
588.0
567.0
399.0
294.0
210.0
609.0
651.0
672.0
651.0
651.0
462.0
651.0
651.0
651.0
399.0
630.0
231.0
462.0
336.0
714.0
378.0
588.0
630.0
630.0
588.0
483.0
399.0
441.0
630.0
525.0
651.0
336.0
315.0
630.0
525.0
630.0
609.0
651.0
210.0
651.0
441.0
315.0
588.0
672.0
399.0
588.0
441.0
651.0
399.0
630.0
672.0
651.0
630.0
735.0
651.0
231.0
693.0
462.0
567.0
630.0
378.0
294.0
441.0
651.0
210.0
672.0
483.0
525.0
630.0
609.0
630.0
609.0
294.0
462.0
399.0
420.0
630.0
672.0
378.0
651.0
630.0
567.0
567.0
672.0
441.0
630.0
630.0
672.0
714.0
630.0
651.0
252.0
294.0
357.0
651.0
609.0
189.0
651.0
630.0
630.0
483.0
693.0
609.0
378.0
651.0
420.0
441.0
105.0
588.0
420.0
609.0
336.0
630.0
441.0
735.0
420.0
651.0
630.0
378.0
168.0
609.0
609.0
609.0
630.0
588.0
294.0
357.0
672.0
630.0
441.0
651.0
231.0
651.0
525.0
672.0
630.0
588.0
567.0
567.0
336.0
609.0
630.0
630.0
630.0
483.0
651.0
210.0
189.0
651.0
651.0
630.0
651.0
420.0
609.0
588.0
567.0
336.0
483.0
567.0
378.0
399.0
630.0
609.0
693.0
588.0
399.0
672.0
378.0
336.0
546.0
630.0
609.0
546.0
672.0
147.0
441.0
630.0
630.0
651.0
630.0
693.0
630.0
336.0
630.0
231.0
420.0
420.0
651.0
630.0
294.0
399.0
525.0
693.0
441.0
567.0
651.0
630.0
525.0
693.0
651.0
546.0
399.0
588.0
420.0
357.0
567.0
651.0
735.0
