game,score,train_time,len_buff
125,651.0,9.5142,163948
126,630.0,9.076,167023
127,483.0,6.9125,169170
128,651.0,9.6436,172422
129,378.0,5.5576,174287
130,630.0,9.2456,177394
131,567.0,6.5155,179535
132,483.0,9.7938,182876
133,588.0,6.9009,185228
134,483.0,6.4082,187307
135,630.0,8.7429,190288
136,630.0,8.177,193084
137,294.0,3.7658,194230
138,378.0,7.2543,196618
139,630.0,11.611,200000
140,399.0,6.7357,200000
141,651.0,10.3562,200000
142,630.0,7.8635,200000
143,399.0,6.3667,200000
144,378.0,7.2003,200000
145,357.0,4.5133,200000
146,357.0,5.0716,200000
147,483.0,7.0834,200000
148,420.0,4.6343,200000
149,441.0,6.5534,200000
150,294.0,3.4738,200000
151,546.0,6.8291,200000
152,651.0,8.1627,200000
153,630.0,10.0135,200000
154,357.0,6.5956,200000
155,546.0,6.3132,200000
156,672.0,9.174,200000
157,399.0,7.5135,200000
158,651.0,8.8014,200000
159,315.0,3.9196,200000
160,651.0,8.4236,200000
161,399.0,4.5734,200000
162,525.0,6.8466,200000
163,546.0,9.4888,200000
164,357.0,5.4693,200000
165,336.0,4.4204,200000
166,252.0,4.4698,200000
167,399.0,6.1681,200000
168,546.0,8.0352,200000
169,273.0,5.6841,200000
170,399.0,7.1378,200000
171,651.0,7.0281,200000
172,672.0,9.1088,200000
173,630.0,7.5351,200000
174,399.0,7.2439,200000
175,441.0,6.3628,200000
176,651.0,11.4233,200000
177,420.0,6.1458,200000
178,651.0,10.2831,200000
179,630.0,8.5904,200000
180,420.0,6.4061,200000
181,420.0,5.9913,200000
182,357.0,7.2806,200000
183,672.0,8.4259,200000
184,567.0,6.3806,200000
185,672.0,8.1174,200000
186,525.0,7.8009,200000
187,357.0,6.1791,200000
188,483.0,8.9728,200000
189,567.0,7.4209,200000
190,651.0,9.9609,200000
191,630.0,8.4267,200000
192,651.0,10.8361,200000
193,378.0,5.4779,200000
194,651.0,9.4215,200000
195,630.0,9.6861,200000
196,357.0,6.5576,200000
197,483.0,9.2545,200000
198,357.0,5.0695,200000
199,567.0,7.2268,200000
200,651.0,8.1263,200000
201,441.0,5.6823,200000
202,420.0,8.2093,200000
203,651.0,11.8352,200000
204,672.0,9.6455,200000
205,609.0,8.9259,200000
206,672.0,9.4541,200000
207,567.0,8.072,200000
208,651.0,7.6529,200000
209,294.0,5.0524,200000
210,672.0,7.9862,200000
211,399.0,6.2379,200000
212,588.0,8.3324,200000
213,399.0,7.151,200000
214,147.0,2.5343,200000
215,651.0,8.2442,200000
216,420.0,5.5414,200000
217,441.0,7.7141,200000
218,630.0,9.4812,200000
219,357.0,5.2797,200000
220,273.0,5.8091,200000
221,420.0,6.3609,200000
222,525.0,8.6248,200000
223,378.0,4.9973,200000
224,651.0,10.2906,200000
225,546.0,9.9258,200000
226,567.0,8.7118,200000
227,504.0,8.5333,200000
228,273.0,4.565,200000
229,630.0,11.3675,200000
230,399.0,4.2436,200000
231,462.0,6.9128,200000
232,546.0,9.4776,200000
233,357.0,7.7885,200000
234,588.0,9.1351,200000
235,420.0,4.7119,200000
236,651.0,9.8387,200000
237,504.0,8.8473,200000
238,651.0,7.6722,200000
239,630.0,9.5943,200000
240,420.0,6.9919,200000
241,525.0,8.3226,200000
242,630.0,8.433,200000
243,147.0,4.0611,200000
244,567.0,10.2075,200000
245,483.0,7.0002,200000
246,630.0,8.8173,200000
247,189.0,3.7029,200000
248,630.0,8.9964,200000
249,189.0,2.4585,200000
250,504.0,7.7069,200000
251,378.0,5.0766,200000
252,609.0,8.8081,200000
253,609.0,10.7131,200000
254,546.0,6.4576,200000
255,672.0,7.4771,200000
256,546.0,6.989,200000
257,420.0,6.2071,200000
258,735.0,9.1465,200000
259,252.0,4.1013,200000
260,546.0,7.245,200000
261,630.0,7.5969,200000
262,630.0,9.8426,200000
263,630.0,10.0903,200000
264,483.0,7.8933,200000
265,630.0,7.7336,200000
266,567.0,7.1344,200000
267,546.0,8.704,200000
268,651.0,9.3462,200000
269,231.0,5.6149,200000
270,462.0,10.3749,200000
271,441.0,7.2077,200000
272,462.0,5.6369,200000
273,651.0,8.38,200000
274,630.0,6.8248,200000
275,693.0,10.1148,200000
276,399.0,5.1704,200000
277,336.0,5.0626,200000
278,714.0,8.3196,200000
279,651.0,11.2497,200000
280,525.0,6.5212,200000
281,651.0,8.0344,200000
282,588.0,6.9865,200000
283,546.0,9.8977,200000
284,378.0,5.9243,200000
285,462.0,6.2982,200000
286,630.0,13.8788,200000
287,420.0,5.968,200000
288,189.0,2.7046,200000
289,504.0,5.8115,200000
290,483.0,7.7559,200000
291,525.0,6.6289,200000
292,651.0,11.4679,200000
293,609.0,10.2,200000
294,588.0,7.512,200000
295,567.0,7.9094,200000
296,609.0,9.7405,200000
297,420.0,7.2135,200000
298,630.0,9.6411,200000
299,672.0,7.4016,200000
300,651.0,8.4073,200000
301,630.0,8.3435,200000
302,651.0,11.0733,200000
303,462.0,6.5385,200000
304,651.0,10.0063,200000
305,504.0,6.118,200000
306,399.0,7.6097,200000
307,630.0,12.3095,200000
308,651.0,8.6588,200000
309,441.0,6.4696,200000
310,588.0,9.0883,200000
311,630.0,7.9503,200000
312,252.0,3.6069,200000
313,441.0,6.0826,200000
314,336.0,5.9384,200000
315,651.0,6.4017,200000
316,399.0,6.8547,200000
317,609.0,8.5267,200000
318,483.0,9.0133,200000
319,588.0,7.6285,200000
320,672.0,9.4171,200000
321,231.0,3.5486,200000
322,441.0,7.4246,200000
323,336.0,6.6846,200000
324,693.0,9.4254,200000
325,651.0,9.9913,200000
326,630.0,9.8837,200000
327,630.0,8.8597,200000
328,651.0,9.3348,200000
329,567.0,7.9923,200000
330,441.0,6.09,200000
331,630.0,7.3096,200000
332,483.0,8.4619,200000
333,504.0,4.8595,200000
334,609.0,6.884,200000
335,651.0,5.6747,200000
336,672.0,7.0042,200000
337,420.0,7.3852,200000
338,630.0,8.3819,200000
339,378.0,6.6928,200000
340,357.0,5.0734,200000
341,609.0,8.8234,200000
342,441.0,6.5607,200000
343,231.0,4.9727,200000
344,630.0,9.6853,200000
345,189.0,2.9748,200000
346,630.0,7.9326,200000
347,441.0,4.0046,200000
348,630.0,8.2475,200000
349,504.0,8.0677,200000
350,378.0,5.9957,200000
351,567.0,9.401,200000
352,483.0,6.2867,200000
353,693.0,9.5373,200000
354,609.0,9.3183,200000
355,126.0,2.2617,200000
356,273.0,2.9247,200000
357,693.0,9.7595,200000
358,630.0,11.4045,200000
359,105.0,2.1878,200000
360,630.0,9.6723,200000
361,672.0,8.4907,200000
362,693.0,9.665,200000
363,462.0,6.5008,200000
364,693.0,8.3291,200000
365,399.0,7.2818,200000
366,441.0,6.4718,200000
367,693.0,8.4281,200000
368,273.0,4.9902,200000
369,525.0,8.2197,200000
370,294.0,4.8374,200000
371,630.0,8.4999,200000
372,483.0,6.3238,200000
373,378.0,5.9611,200000
374,651.0,11.2983,200000
375,630.0,7.085,200000
376,630.0,9.8588,200000
377,399.0,6.5327,200000
378,567.0,6.6901,200000
379,273.0,4.0419,200000
380,441.0,6.4911,200000
381,609.0,8.9656,200000
382,504.0,6.8218,200000
383,483.0,7.3968,200000
384,651.0,7.352,200000
385,651.0,10.1074,200000
386,609.0,7.744,200000
387,483.0,6.7604,200000
388,231.0,7.4241,200000
389,609.0,9.7338,200000
390,525.0,5.7875,200000
391,252.0,3.8315,200000
392,399.0,6.5433,200000
393,399.0,6.0003,200000
394,588.0,7.1769,200000
395,378.0,3.8696,200000
396,630.0,8.8097,200000
397,441.0,5.5777,200000
398,630.0,8.9196,200000
399,630.0,9.0976,200000
400,609.0,8.4141,200000
401,504.0,7.0244,200000
402,672.0,10.1086,200000
403,546.0,8.6612,200000
404,588.0,9.4732,200000
405,336.0,4.1859,200000
406,357.0,4.3575,200000
407,651.0,8.8729,200000
408,399.0,6.5677,200000
409,462.0,6.6104,200000
410,630.0,9.0757,200000
411,546.0,11.8944,200000
412,546.0,5.6692,200000
413,441.0,6.5265,200000
414,630.0,13.1469,200000
415,399.0,5.7201,200000
416,609.0,6.5562,200000
417,420.0,5.5695,200000
418,609.0,7.1344,200000
419,609.0,8.582,200000
420,336.0,6.5488,200000
421,546.0,6.7135,200000
422,651.0,9.7309,200000
423,630.0,8.2943,200000
424,441.0,6.3171,200000
425,357.0,4.5788,200000
426,462.0,6.6087,200000
427,630.0,10.4728,200000
428,357.0,5.7341,200000
429,651.0,9.2243,200000
430,315.0,4.2429,200000
431,651.0,7.3973,200000
432,294.0,4.9563,200000
433,189.0,4.9485,200000
434,441.0,6.4109,200000
435,231.0,4.0348,200000
436,231.0,3.797,200000
437,609.0,8.9663,200000
438,399.0,5.3586,200000
439,189.0,3.3858,200000
440,672.0,9.2569,200000
441,651.0,10.5089,200000
442,441.0,6.8802,200000
443,630.0,9.9475,200000
444,630.0,8.2252,200000
445,693.0,8.8506,200000
446,630.0,9.702,200000
447,651.0,7.4873,200000
448,609.0,6.8387,200000
449,441.0,4.5411,200000
450,651.0,9.2043,200000
451,441.0,6.0046,200000
452,126.0,2.1979,200000
453,462.0,6.7614,200000
454,504.0,8.2246,200000
455,672.0,9.7867,200000
456,462.0,6.6969,200000
457,399.0,4.4749,200000
458,189.0,3.9047,200000
459,273.0,4.3202,200000
460,399.0,7.089,200000
461,588.0,8.3766,200000
462,651.0,11.0412,200000
463,630.0,8.7093,200000
464,630.0,8.9948,200000
465,525.0,7.0769,200000
466,378.0,5.7942,200000
467,609.0,9.1191,200000
468,651.0,9.0568,200000
469,441.0,9.6464,200000
470,672.0,11.878,200000
471,630.0,9.6812,200000
472,504.0,7.555,200000
473,651.0,7.6725,200000
474,357.0,4.8057,200000
475,231.0,4.9389,200000
476,210.0,4.0177,200000
477,693.0,8.4834,200000
478,399.0,5.3724,200000
479,651.0,11.0087,200000
480,210.0,3.9396,200000
481,420.0,6.3793,200000
482,525.0,6.5133,200000
483,399.0,5.6886,200000
484,399.0,6.4783,200000
485,651.0,9.3672,200000
486,714.0,9.6832,200000
487,525.0,7.5461,200000
488,693.0,8.4274,200000
489,315.0,4.9866,200000
490,693.0,8.9606,200000
491,630.0,7.3349,200000
492,210.0,4.3392,200000
493,462.0,8.2049,200000
494,441.0,5.5575,200000
495,231.0,4.6269,200000
496,378.0,4.8176,200000
497,315.0,5.794,200000
498,462.0,6.226,200000
499,630.0,7.681,200000
500,609.0,8.7678,200000
501,609.0,6.612,200000
502,609.0,9.2101,200000
503,651.0,8.9798,200000
504,441.0,7.5723,200000
505,252.0,4.6149,200000
506,651.0,10.9142,200000
507,378.0,5.8197,200000
508,378.0,6.4601,200000
509,336.0,5.2344,200000
510,672.0,7.9497,200000
511,525.0,5.8224,200000
512,462.0,9.7458,200000
513,651.0,9.1189,200000
514,672.0,12.0051,200000
515,462.0,5.5143,200000
516,378.0,4.5016,200000
517,483.0,8.6688,200000
518,567.0,6.0183,200000
519,672.0,7.181,200000
520,609.0,9.164,200000
521,441.0,5.276,200000
522,630.0,11.7367,200000
523,567.0,6.2503,200000
524,483.0,5.7009,200000
525,441.0,4.9987,200000
526,609.0,10.499,200000
527,399.0,7.9978,200000
528,672.0,8.8526,200000
529,357.0,6.6305,200000
530,609.0,7.357,200000
531,378.0,5.5559,200000
532,651.0,13.1863,200000
533,420.0,7.7799,200000
534,315.0,7.3795,200000
535,609.0,7.7552,200000
536,651.0,11.4408,200000
537,588.0,7.4994,200000
538,252.0,5.4996,200000
539,672.0,9.67,200000
540,567.0,8.962,200000
541,168.0,2.3849,200000
542,714.0,8.2724,200000
543,315.0,4.9473,200000
544,609.0,9.6149,200000
545,546.0,7.067,200000
546,693.0,11.8615,200000
547,483.0,8.0231,200000
548,651.0,7.058,200000
549,504.0,8.5371,200000
550,651.0,8.697,200000
551,588.0,10.1761,200000
552,357.0,3.583,200000
553,588.0,8.0817,200000
554,609.0,7.4333,200000
555,315.0,5.885,200000
556,651.0,10.1807,200000
557,420.0,5.8271,200000
558,294.0,4.1586,200000
559,630.0,9.8759,200000
560,630.0,8.6032,200000
561,525.0,8.0249,200000
562,504.0,7.1937,200000
563,651.0,9.335,200000
564,693.0,9.2395,200000
565,441.0,4.8388,200000
566,651.0,6.9071,200000
567,651.0,9.983,200000
568,567.0,7.4261,200000
569,630.0,10.1698,200000
570,504.0,8.4179,200000
571,336.0,6.1701,200000
572,651.0,7.2875,200000
573,672.0,7.5395,200000
574,441.0,6.928,200000
575,567.0,8.0056,200000
576,252.0,3.7198,200000
577,420.0,6.1183,200000
578,504.0,7.6252,200000
579,420.0,7.0753,200000
580,231.0,4.1187,200000
581,483.0,7.6865,200000
582,378.0,6.3215,200000
583,399.0,9.4877,200000
584,651.0,9.4387,200000
585,609.0,9.4934,200000
586,546.0,9.0081,200000
587,189.0,2.7265,200000
588,651.0,8.4586,200000
589,546.0,6.078,200000
590,546.0,7.9943,200000
591,462.0,6.8733,200000
592,609.0,11.0207,200000
593,609.0,10.7372,200000
594,336.0,5.0122,200000
595,378.0,7.4009,200000
596,567.0,9.5054,200000
597,630.0,8.2457,200000
598,336.0,7.3329,200000
599,378.0,3.4276,200000
600,504.0,7.9243,200000
601,630.0,7.5344,200000
602,609.0,8.8408,200000
603,630.0,8.4807,200000
604,672.0,9.6209,200000
605,252.0,4.1914,200000
606,399.0,5.9394,200000
607,651.0,11.781,200000
608,315.0,6.1776,200000
609,588.0,8.0172,200000
610,735.0,11.5193,200000
611,189.0,4.401,200000
612,420.0,5.9778,200000
613,609.0,10.8192,200000
614,567.0,6.7589,200000
615,378.0,5.906,200000
616,567.0,9.9513,200000
617,588.0,8.7856,200000
618,420.0,5.357,200000
619,168.0,2.7909,200000
620,672.0,8.3719,200000
621,231.0,6.035,200000
622,588.0,7.2732,200000
623,462.0,5.0585,200000
624,651.0,9.6394,200000
625,567.0,7.9642,200000
626,420.0,6.3606,200000
627,630.0,8.8004,200000
628,378.0,5.2138,200000
629,609.0,5.6456,200000
630,651.0,9.1303,200000
631,399.0,4.4861,200000
632,399.0,6.3311,200000
633,441.0,7.882,200000
634,546.0,10.7144,200000
635,399.0,7.6622,200000
636,609.0,9.7712,200000
637,483.0,7.0158,200000
638,546.0,6.0485,200000
639,420.0,7.9028,200000
640,651.0,8.6498,200000
641,651.0,7.7237,200000
642,441.0,4.1953,200000
643,651.0,8.0309,200000
644,651.0,8.1317,200000
645,630.0,7.5162,200000
646,189.0,2.364,200000
647,651.0,10.1588,200000
648,651.0,8.0045,200000
649,672.0,8.6253,200000
650,651.0,8.3322,200000
651,273.0,6.0691,200000
652,315.0,3.5031,200000
653,630.0,9.7112,200000
654,315.0,4.4543,200000
655,672.0,9.1922,200000
656,567.0,10.0843,200000
657,672.0,11.5341,200000
658,441.0,5.0855,200000
659,672.0,9.6606,200000
660,504.0,8.5902,200000
661,378.0,5.7048,200000
662,273.0,5.8883,200000
663,630.0,8.353,200000
664,273.0,5.3989,200000
665,483.0,7.9371,200000
666,693.0,7.6658,200000
667,588.0,8.6838,200000
668,483.0,6.3261,200000
669,609.0,9.2348,200000
670,420.0,6.7676,200000
671,336.0,6.9234,200000
672,588.0,11.6859,200000
673,567.0,7.951,200000
674,630.0,9.4304,200000
675,672.0,9.7346,200000
676,399.0,8.1509,200000
677,231.0,4.6016,200000
678,357.0,4.3451,200000
679,399.0,5.6842,200000
680,483.0,7.1648,200000
681,420.0,4.9533,200000
682,441.0,7.0912,200000
683,441.0,5.5346,200000
684,231.0,2.9015,200000
685,399.0,5.6877,200000
686,630.0,7.84,200000
687,546.0,7.623,200000
688,672.0,6.462,200000
689,462.0,5.4061,200000
690,693.0,8.7452,200000
691,651.0,7.6799,200000
692,399.0,5.6667,200000
693,525.0,8.1691,200000
694,672.0,7.4905,200000
695,651.0,11.4776,200000
696,399.0,5.1615,200000
697,252.0,5.4852,200000
698,672.0,10.2583,200000
699,567.0,8.0693,200000
700,651.0,8.387,200000
701,546.0,7.0094,200000
702,483.0,7.7043,200000
703,651.0,11.1128,200000
704,630.0,8.2769,200000
705,504.0,7.3264,200000
706,651.0,8.419,200000
707,588.0,9.1709,200000
708,672.0,8.427,200000
709,630.0,8.4359,200000
710,630.0,9.2741,200000
711,651.0,8.2067,200000
712,567.0,6.9462,200000
713,672.0,7.0157,200000
714,462.0,7.2303,200000
715,630.0,8.9427,200000
716,546.0,8.9355,200000
717,378.0,5.7229,200000
718,651.0,8.8904,200000
719,336.0,5.0592,200000
720,651.0,9.4177,200000
721,378.0,4.8737,200000
722,651.0,9.0809,200000
723,651.0,8.4923,200000
724,441.0,6.7791,200000
725,399.0,6.9232,200000
726,546.0,6.8676,200000
727,504.0,6.7839,200000
728,630.0,7.2559,200000
729,672.0,8.1762,200000
730,630.0,9.5982,200000
731,567.0,6.5554,200000
732,504.0,6.5978,200000
733,231.0,4.9481,200000
734,651.0,6.6116,200000
735,651.0,7.2258,200000
736,420.0,6.2578,200000
737,630.0,8.578,200000
738,630.0,9.2834,200000
739,504.0,8.9106,200000
740,567.0,8.7484,200000
741,399.0,6.3338,200000
742,588.0,7.5285,200000
743,630.0,9.364,200000
744,420.0,9.2446,200000
745,630.0,9.9881,200000
746,651.0,8.125,200000
747,651.0,7.8041,200000
748,378.0,4.5371,200000
749,630.0,9.3365,200000
750,651.0,10.71,200000
751,462.0,5.8055,200000
752,672.0,10.607,200000
753,378.0,5.3927,200000
754,483.0,5.7406,200000
755,294.0,4.6109,200000
756,357.0,5.8085,200000
757,252.0,4.0647,200000
758,483.0,5.3841,200000
759,630.0,8.53,200000
760,231.0,5.4271,200000
761,483.0,6.9992,200000
762,504.0,8.1451,200000
763,525.0,8.8844,200000
764,609.0,8.9914,200000
765,651.0,6.9661,200000
766,441.0,5.574,200000
767,630.0,9.559,200000
768,357.0,4.6956,200000
769,252.0,3.7404,200000
770,672.0,7.2968,200000
771,651.0,8.9318,200000
772,315.0,3.7438,200000
773,399.0,5.7553,200000
774,378.0,4.9812,200000
775,651.0,8.0083,200000
776,609.0,9.738,200000
777,273.0,3.5939,200000
778,336.0,4.2598,200000
779,273.0,5.6575,200000
780,294.0,5.2229,200000
781,630.0,7.7092,200000
782,504.0,7.1099,200000
783,630.0,8.926,200000
784,357.0,4.0463,200000
785,630.0,10.4544,200000
786,399.0,4.5484,200000
787,651.0,9.7345,200000
788,504.0,7.072,200000
789,378.0,6.8028,200000
790,609.0,6.3104,200000
791,462.0,5.4204,200000
792,546.0,7.8178,200000
793,672.0,9.7917,200000
794,630.0,9.1481,200000
795,504.0,7.6163,200000
796,672.0,10.2673,200000
797,567.0,8.6724,200000
798,399.0,5.7554,200000
799,273.0,4.0611,200000
800,672.0,10.1635,200000
801,546.0,8.0739,200000
802,504.0,6.9082,200000
803,462.0,6.1156,200000
804,462.0,6.3909,200000
805,609.0,8.5332,200000
806,483.0,6.6285,200000
807,588.0,6.4484,200000
808,567.0,8.3599,200000
809,336.0,4.6869,200000
810,651.0,10.6795,200000
811,525.0,9.119,200000
812,651.0,9.6899,200000
813,651.0,9.8416,200000
814,693.0,9.7665,200000
815,630.0,8.056,200000
816,336.0,5.0291,200000
817,672.0,7.165,200000
818,651.0,10.0021,200000
819,672.0,6.6654,200000
820,651.0,8.5569,200000
821,378.0,4.3434,200000
822,651.0,7.0144,200000
823,609.0,8.8976,200000
824,630.0,9.8922,200000
825,315.0,4.5021,200000
826,189.0,4.83,200000
827,588.0,7.3634,200000
828,420.0,9.2531,200000
829,189.0,4.8397,200000
830,504.0,7.0844,200000
831,483.0,5.9167,200000
832,693.0,8.9932,200000
833,378.0,6.0182,200000
834,651.0,9.0962,200000
835,672.0,6.5624,200000
836,399.0,8.9127,200000
837,672.0,7.0544,200000
838,567.0,6.4901,200000
839,399.0,5.5853,200000
840,189.0,3.2626,200000
841,609.0,10.4464,200000
842,630.0,6.243,200000
843,630.0,9.4444,200000
844,672.0,8.281,200000
845,378.0,4.8918,200000
846,567.0,9.3844,200000
847,252.0,4.3382,200000
848,651.0,9.0963,200000
849,294.0,4.883,200000
850,462.0,5.1022,200000
851,189.0,2.4094,200000
852,651.0,7.8279,200000
853,189.0,2.4699,200000
854,609.0,10.9301,200000
855,630.0,10.3096,200000
856,504.0,5.6964,200000
857,588.0,8.6416,200000
858,399.0,5.0587,200000
859,504.0,6.6666,200000
860,630.0,10.051,200000
861,525.0,7.5036,200000
862,504.0,5.4981,200000
863,399.0,5.9897,200000
864,546.0,8.9837,200000
865,672.0,9.1264,200000
866,651.0,8.2551,200000
867,630.0,9.041,200000
868,378.0,7.3643,200000
869,672.0,9.9066,200000
870,630.0,7.8575,200000
871,651.0,8.9499,200000
872,651.0,5.7404,200000
873,693.0,9.8494,200000
874,609.0,8.5694,200000
875,693.0,8.8002,200000
876,693.0,9.6345,200000
877,630.0,8.0384,200000
878,672.0,7.8965,200000
879,546.0,5.9921,200000
880,504.0,6.8007,200000
881,231.0,3.3975,200000
882,672.0,7.0054,200000
883,546.0,6.4952,200000
884,630.0,7.5203,200000
885,630.0,7.7463,200000
886,630.0,7.6274,200000
887,483.0,5.9252,200000
888,273.0,6.0044,200000
889,252.0,5.8671,200000
890,651.0,7.6733,200000
891,273.0,3.5769,200000
892,462.0,9.0803,200000
893,483.0,6.3136,200000
894,147.0,2.358,200000
895,399.0,5.6537,200000
896,630.0,8.8622,200000
897,315.0,4.0101,200000
898,483.0,6.1763,200000
899,609.0,9.5006,200000
900,651.0,8.8896,200000
901,378.0,5.3364,200000
902,651.0,9.689,200000
903,609.0,8.4044,200000
904,231.0,3.4525,200000
905,483.0,7.0886,200000
906,483.0,8.8947,200000
907,357.0,5.5122,200000
908,651.0,9.1179,200000
909,630.0,9.1638,200000
910,399.0,4.1286,200000
911,630.0,8.1932,200000
912,588.0,9.0351,200000
913,630.0,12.3803,200000
914,630.0,7.4955,200000
915,168.0,2.2855,200000
916,609.0,7.5732,200000
917,210.0,5.0413,200000
918,483.0,8.0994,200000
919,630.0,11.6254,200000
920,441.0,6.1035,200000
921,399.0,6.357,200000
922,609.0,5.3683,200000
923,693.0,10.6283,200000
924,567.0,9.2178,200000
925,441.0,7.1716,200000
926,588.0,7.5544,200000
927,630.0,10.1367,200000
928,441.0,6.5502,200000
929,672.0,6.5079,200000
930,651.0,9.0701,200000
931,525.0,8.7084,200000
932,462.0,5.5502,200000
933,609.0,6.7462,200000
934,609.0,10.0565,200000
935,567.0,7.2028,200000
936,588.0,7.3641,200000
937,252.0,3.3729,200000
938,504.0,8.9602,200000
939,630.0,8.5006,200000
940,462.0,7.8468,200000
941,588.0,8.8249,200000
942,483.0,7.1471,200000
943,630.0,9.7712,200000
944,651.0,8.1385,200000
945,693.0,7.4109,200000
946,714.0,8.1959,200000
947,399.0,6.0286,200000
948,357.0,5.8017,200000
949,483.0,5.7811,200000
950,441.0,6.7633,200000
951,651.0,7.2084,200000
952,630.0,10.4307,200000
953,273.0,6.6304,200000
954,546.0,8.4635,200000
955,210.0,3.3606,200000
956,651.0,9.3323,200000
957,546.0,9.5239,200000
958,378.0,6.1457,200000
959,210.0,3.3106,200000
960,630.0,6.894,200000
961,168.0,2.8031,200000
962,357.0,3.9196,200000
963,273.0,5.1162,200000
964,630.0,9.0155,200000
965,630.0,10.0195,200000
966,630.0,9.2079,200000
967,399.0,4.9179,200000
968,567.0,7.3115,200000
969,315.0,5.3933,200000
970,315.0,5.8325,200000
971,504.0,6.1156,200000
972,546.0,9.0663,200000
973,651.0,8.0692,200000
974,651.0,10.1688,200000
975,651.0,9.3356,200000
976,210.0,5.384,200000
977,273.0,4.0237,200000
978,651.0,9.9215,200000
979,168.0,2.1748,200000
980,693.0,12.068,200000
981,441.0,5.2775,200000
982,294.0,3.8088,200000
983,672.0,8.9933,200000
984,504.0,7.1639,200000
985,357.0,5.6113,200000
986,189.0,2.8011,200000
987,315.0,4.5119,200000
988,672.0,6.8254,200000
989,399.0,7.7407,200000
990,651.0,8.0136,200000
991,420.0,7.2988,200000
992,546.0,6.2048,200000
993,567.0,6.7555,200000
994,504.0,5.1168,200000
995,483.0,7.9228,200000
996,504.0,6.011,200000
997,441.0,6.3567,200000
998,735.0,8.8339,200000
999,735.0,9.207,200000
1000,567.0,7.7858,200000
1001,546.0,7.7474,200000
1002,651.0,9.6599,200000
1003,630.0,7.1401,200000
1004,483.0,5.8067,200000
1005,399.0,6.3366,200000
1006,609.0,9.6341,200000
1007,651.0,7.1188,200000
1008,441.0,4.9795,200000
1009,672.0,7.7324,200000
1010,630.0,7.052,200000
1011,630.0,9.0238,200000
1012,441.0,7.9525,200000
