1,627.0,4.3569,3044
2,480.0,3.0397,5314
3,375.0,1.9129,6700
4,333.0,1.7097,7946
5,396.0,2.0538,9486
6,543.0,97.7236,12277
7,333.0,51.4309,13699
8,606.0,104.0631,16120
9,669.0,161.4121,19326
10,480.0,122.3538,21471
11,312.0,161.4539,23917
1,165.0,1.8227,905
2,207.0,1.7822,2175
3,207.0,2.1313,3719
4,186.0,1.8447,5058
5,165.0,1.5465,6078
6,186.0,96.2853,7410
7,144.0,68.0957,8404
